Suburb,Rooms,Type,Method,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount,Price
-1.719824827969119,-1.0299246485441316,-0.6320032294838783,-0.36395620912144994,-1.4648645504416402,-0.42241516658907846,-0.9470351748622228,-0.7723755222926781,-0.636847024947872,-0.7380729842667597,0.001065079695361551,0.11041767575699447,1.5962315996795726,0.12115958246204783,0.0306395828643404,-0.8724441212889187,-0.7846248060811246,1480000.0
-1.719824827969119,-1.0299246485441316,-0.6320032294838783,-0.36395620912144994,-1.4648645504416402,-0.42241516658907846,-0.9470351748622228,-0.7723755222926781,-1.677692204727882,-0.8804286174613455,-1.4994299963591962,-2.2961084287596596,1.5962315996795726,0.01643684475344454,-0.017478177716459906,-0.8724441212889187,-0.7846248060811246,1035000.0
-1.719824827969119,0.10893836971409726,-0.6320032294838783,1.423252367942115,-1.4648645504416402,-0.42241516658907846,0.08828423220821574,0.6733666682978894,-1.677692204727882,-0.9485117463804951,1.4959014691023218,-2.2961084287596596,1.5962315996795726,-0.0012272314866126823,-0.007854625600245142,-0.8724441212889187,-0.7846248060811246,1465000.0
-1.719824827969119,0.10893836971409726,-0.6320032294838783,-1.2575604976532324,-1.4648645504416402,-0.42241516658907846,0.08828423220821574,0.6733666682978894,-0.636847024947872,-1.072299253506222,0.001065079695361551,0.11041767575699447,1.5962315996795726,0.15522601521060153,0.01620425469015501,-0.8724441212889187,-0.7846248060811246,850000.0
-1.719824827969119,1.247801387972326,-0.6320032294838783,2.316856656473897,-1.4648645504416402,-0.42241516658907846,0.08828423220821574,-0.7723755222926781,0.4039981548321378,-0.9918373738744994,1.4959014691023218,1.623091227167463,1.5962315996795726,0.025268882873383497,-0.010741691235191628,-0.8724441212889187,-0.7846248060811246,1600000.0
-1.719824827969119,-1.0299246485441316,-0.6320032294838783,-0.36395620912144994,-1.4648645504416402,-0.42241516658907846,-0.9470351748622228,-0.7723755222926781,-1.677692204727882,-0.8030614255077663,0.001065079695361551,0.11041767575699447,1.5962315996795726,0.06438219454773188,0.0008065713040472768,-0.8724441212889187,-0.7846248060811246,941000.0
-1.719824827969119,0.10893836971409726,-0.6320032294838783,-0.36395620912144994,-1.4648645504416402,-0.42241516658907846,1.1236036392786544,0.6733666682978894,-1.677692204727882,-0.6050014141066036,1.4959014691023218,-1.9523189852572806,1.5962315996795726,0.08583142998202303,0.039300779768906335,-0.8724441212889187,-0.7846248060811246,1876000.0
-1.719824827969119,-1.0299246485441316,-0.6320032294838783,-0.36395620912144994,-1.4648645504416402,-0.42241516658907846,-0.9470351748622228,-0.7723755222926781,0.4039981548321378,-0.5709598496470287,-1.4994299963591962,-2.639897872262039,1.5962315996795726,0.040409519650588206,0.001768926515696105,-0.8724441212889187,-0.7846248060811246,1636000.0
-1.719824827969119,-2.16878766680236,1.7693968422539694,-0.36395620912144994,-1.4648645504416402,-0.42241516658907846,-1.9823545819326613,-0.7723755222926781,-0.636847024947872,-1.3631998952516795,0.001065079695361551,0.11041767575699447,1.5962315996795726,0.10601894568484312,0.020053675536476807,-0.8724441212889187,-0.7846248060811246,300000.0
-1.719824827969119,-1.0299246485441316,-0.6320032294838783,-0.36395620912144994,-1.4648645504416402,-0.42241516658907846,0.08828423220821574,-0.7723755222926781,0.4039981548321378,-0.6823686060601827,-1.4994299963591962,-2.2961084287596596,1.5962315996795726,0.10349550622199061,0.03545135892231103,-0.8724441212889187,-0.7846248060811246,1097000.0
